,Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
2976,Chile,CHL,CPIA public sector management and institutions cluster average (1=low to 6=high),IQ.CPA.PUBS.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2984,Chile,CHL,Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.363297299,,,,,,,,,,0.364628917,,,,,,,,,,0.367832974,,,,,,,,,,
2987,Chile,CHL,"Droughts, floods, extreme temperatures (% of population, average 1990-2009)",EN.CLC.MDAT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2604708051,,,,,,,,,,,
2993,Chile,CHL,Nitrous oxide emissions (thousand metric tons of CO2 equivalent),EN.ATM.NOXE.KT.CE,,,,,,,,,,,4126.038,4014.748,4196.873,4083.289,4226.23,4172.817,4189.712,4133.075,4287.424,4437.433,4500.921,4507.152,4484.336,4570.175,4615.094,4508.361,4814.982,5030.091,5152.324,5159.64,4760.0,4770.0,4970.0,5200.0,5410.0,5710.0,5970.0,6180.0,6260.0,6530.0,6690.0,6630.0,6650.0,6380.0,6860.0,6490.0,6640.0,7200.0,7940.0,7960.0,8240.0,7640.0,7480.0,6940.0,6790.0,6730.0,6300.0,6320.0,6410.0,,
2995,Chile,CHL,Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,,,,,,,,,,,10912.9,11364.8,12268.3,12264.6,12218.7,12678.3,13107.0,12385.8,12520.0,12713.4,12656.7,12051.9,11837.8,11646.7,11651.0,11006.8,11063.7,11351.0,11723.5,11933.8,12220.0,12330.0,12540.0,12840.0,13070.0,13350.0,13620.0,14020.0,14280.0,14370.0,14460.0,14260.0,14060.0,13920.0,13880.0,13760.0,13530.0,13360.0,13540.0,13700.0,13790.0,13870.0,14080.0,13050.0,13220.0,12850.0,13000.0,13110.0,13480.0,,
2998,Chile,CHL,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,,,,,,,,,,,42181.676,43511.1332,45390.5725,44869.8527,43829.491,41649.4352,42287.4344,40600.3847,41668.4269,43598.9012,43958.754,41831.344,38088.991,38576.452,39610.935,38220.587,39116.143,39830.08,45207.917,51167.024,47520.0,46790.0,49130.0,50490.0,54020.0,57480.0,63880.0,71060.0,72330.0,75120.0,71480.0,69330.0,70050.0,70920.0,76250.0,76810.0,78180.0,86380.0,90920.0,88350.0,93170.0,99620.0,101900.0,104980.0,98660.0,104020.0,108150.0,109350.0,109590.0,,
3000,Chile,CHL,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,,,,,,,,,,,-211.2475957,-1375.870611,-1603.084143,-1942.934005,-1342.839635,-1282.079261,-1547.707776,-1007.414861,-721.9089652,-696.9859992,-264.6372637,249.4301836,479.249043,605.868748,330.266293,527.1181387,767.2136855,761.0593125,873.3744941,895.5012363,-2426.469482,-1636.056885,-815.2202148,-1929.252686,-2047.301514,-2816.698975,-3282.495117,-3835.201172,-3504.73291,-3996.609863,-3754.969238,-3434.891602,-2655.208984,-2911.366699,-2786.680176,-3004.003418,-3006.407227,-3584.9375,-2795.536133,-2153.203125,-2073.09082,-1763.52832,2075.06543,2219.381348,1724.74707,7292.126465,7591.473633,,,,
3008,Chile,CHL,CO2 emissions (kt),EN.ATM.CO2E.KT,13490.893,14473.649,16725.187,17355.911,17524.593,17766.615,18793.375,19259.084,21224.596,22555.717,24664.242,27095.463,28191.896,27652.847,25955.026,23014.092,24103.191,23109.434,22948.086,24862.26,25265.63,24554.232,20615.874,20839.561,22200.018,21503.288,22247.689,22673.061,26926.781,32386.944,30410.0,29560.0,31490.0,32300.0,35380.0,38250.0,44060.0,50560.0,51410.0,53770.0,49820.0,47870.0,48690.0,49910.0,54730.0,55720.0,57050.0,64740.0,68250.0,65370.0,69720.0,76470.0,78490.0,82940.0,76390.0,81970.0,86160.0,87040.0,86620.0,,
3013,Chile,CHL,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,,,,,,,,,,,,875.4093952,874.7677454,828.0371372,809.2251815,720.5471705,751.3022368,766.8011532,782.2294104,815.0660376,830.028154,831.3793276,751.8431895,766.6632096,795.2313341,781.7970084,804.4915917,817.410017,910.4961257,1004.110192,1055.349092,1061.48776,1129.087208,1138.481258,1204.921227,1275.428305,1392.713024,1538.52778,1572.719869,1650.611256,1640.410693,1591.72562,1630.124825,1629.900132,1717.859388,1752.728483,1805.220787,1852.504576,1815.208171,1748.328693,1807.916188,1950.237455,2138.297894,2202.114719,2032.933612,2005.550728,,,,,
3014,Chile,CHL,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,,,,,,,,,,,,761.2608064,787.8321502,757.8541894,800.571264,731.1908356,768.7176091,793.8457409,834.0573885,876.4200622,902.7659193,919.0970142,887.353606,906.4528712,966.8709669,988.1508379,1028.13528,1054.424386,1121.522649,1208.767327,1237.625161,1313.943308,1457.0893,1514.743634,1588.694784,1745.374965,1926.52999,2069.358194,2176.964529,2392.961564,2499.291178,2628.686877,2727.867469,2897.792879,3064.444946,3095.649042,3222.41447,3339.463325,3338.289965,3296.541125,3306.953699,3583.584239,3807.50765,3879.859848,3879.67342,,,,,,
3015,Chile,CHL,"Energy use (kg of oil equivalent) per $1,000 GDP (constant 2017 PPP)",EG.USE.COMM.GD.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.1458627,101.6288231,98.86029536,95.05542499,97.305385,95.98442367,99.54401761,103.7581657,102.9841706,109.8728974,104.8990021,99.64714467,100.0494834,97.11649134,96.47009466,94.05761305,92.08572806,91.04674746,87.10043013,86.1319874,85.02852416,87.30636714,91.77069971,91.72874299,84.0991251,82.0587828,,,,,
3016,Chile,CHL,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.02687057,37.27277893,38.61766187,35.77039777,34.81768392,34.16752513,32.2306623,29.9535581,29.74520658,29.05420071,31.36330032,32.1473999,33.0705986,31.61510086,31.43560028,32.26319885,32.90829849,30.46479988,30.82929993,31.52700043,27.0442009,28.79179955,30.30500031,30.22970009,26.94610023,25.06509972,24.55439949,24.10740089,25.46069908,,
3018,Chile,CHL,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,,,,,,,,,,,,66000000.0,57000000.0,51000000.0,46000000.0,51000000.0,73000000.0,80000000.0,91000000.0,94000000.0,105000000.0,110000000.0,137000000.0,208000000.0,201000000.0,195000000.0,280000000.0,271000000.0,327000000.0,321000000.0,963000000.0,1033000000.0,1743000000.0,1750000000.0,1786000000.0,1879000000.0,1738000000.0,1743000000.0,1161000000.0,1010000000.0,941000000.0,2075000000.0,1951000000.0,1814000000.0,2038000000.0,1797000000.0,1438000000.0,2705000000.0,3121000000.0,4353000000.0,2579000000.0,5011000000.0,5263000000.0,6323000000.0,7250000000.0,8991000000.0,,,,,
3025,Chile,CHL,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.257427,94.78162384,94.560057,95.27372742,95.51807404,95.76038361,95.617315,96.23616791,97.241124,96.69554901,97.938687,97.13110352,97.33703613,98.782325,97.71933746,97.89350891,99.368108,98.22052002,98.38568878,99.593662,99.64228821,99.588193,100.0,99.6,100.0,99.714844,100.0,99.7,100.0,100.0,
3028,Chile,CHL,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,,,1522.0,,,,,1522.0,,,,,1522.0,,,,,1522.0,,,,,1522.0,,,,,1522.0,,,,,1522.0,,,,,1522.0,,,,,1522.0,,,,,1522.0,,,,,1522.0,,,,,1522.0,,,
3031,Chile,CHL,Forest area (sq. km),AG.LND.FRST.K2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152460.5,153031.51,153602.52,154173.53,154744.54,155315.55,155886.56,156457.57,157028.58,157599.59,158170.6,159078.8,159987.0,160895.2,161803.4,162711.6,163619.8,164528.0,165436.2,166344.4,167252.6,168994.24,170735.88,172477.52,174219.16,175960.8,177190.1,178419.4,179648.7,180878.0,182107.0
3032,Chile,CHL,Land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.505208634,,,,,,,,,,0.505208634,,,,,,,,,,0.505208634,,,,,,,,,,
3037,Chile,CHL,Arable land (% of land area),AG.LND.ARBL.ZS,,4.895552579,4.922451219,4.94934986,4.9762485,5.003147141,5.030045781,5.056944422,5.083843063,5.110741703,5.24792477,5.315171371,5.382417973,5.516911175,5.584157777,5.584157777,5.64602465,5.507496651,5.368968652,5.230440654,5.159159256,5.020631257,4.814856657,4.744920192,4.673638794,4.631945901,4.510902019,4.137010915,4.114147071,4.128941323,3.76849954,3.611142493,3.281634146,3.098723391,3.061065294,2.851255898,2.669690074,2.665655278,2.661620482,2.420877649,2.353631047,2.353631047,2.219137845,2.017398041,2.017398041,1.950151439,1.815658237,1.697304218,1.76455082,1.761860956,1.709408606,1.77127548,1.725547791,1.760516024,1.733886369,1.765895752,1.707794688,1.724202859,1.631402549,,
3039,Chile,CHL,Agricultural land (sq. km),AG.LND.AGRI.K2,,133860.0,135560.0,137260.0,138980.0,140690.0,142380.0,144580.0,146780.0,148480.0,151000.0,153500.0,156000.0,158380.0,162500.0,165500.0,172000.0,171000.0,170000.0,169000.0,168500.0,167500.0,166000.0,165500.0,165000.0,164720.0,164360.0,161630.0,161540.0,161690.0,158990.0,157890.0,155560.0,154770.0,154500.0,153300.0,152320.0,152220.0,152190.0,150600.0,151100.0,151500.0,155650.0,154250.0,159350.0,158850.0,158000.0,157320.0,157840.0,157820.0,157430.0,157890.0,157550.0,157810.0,157612.0,157850.0,157418.0,157570.0,156930.0,,
3044,China,CHN,Population growth (annual %),SP.POP.GROW,,-1.015527787,0.8204555487,2.457647404,2.320682987,2.381368103,2.787331838,2.57069762,2.610902626,2.740002106,2.761675566,2.74691555,2.45735693,2.283395364,2.065955013,1.766391782,1.547337973,1.362779476,1.338182338,1.333927954,1.254221052,1.280952344,1.47267476,1.444949695,1.312068761,1.361699118,1.487398929,1.603605087,1.610071086,1.533169996,1.467303211,1.364434008,1.225536228,1.149619431,1.130260632,1.086509151,1.048141514,1.023450024,0.9595504063,0.865851393,0.787956593,0.7263806378,0.6699995678,0.6228609361,0.5939328151,0.5881249896,0.5583743674,0.5222718664,0.5123869316,0.4973814009,0.4829596887,0.5464575949,0.6783454588,0.6660729777,0.6303263895,0.5814561467,0.5730509061,0.6052450135,0.4676720535,0.3547408902,0.2259475871
3052,China,CHN,CPIA public sector management and institutions cluster average (1=low to 6=high),IQ.CPA.PUBS.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3060,China,CHN,Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.026227245,,,,,,,,,,6.474867893,,,,,,,,,,6.553332482,,,,,,,,,,
3063,China,CHN,"Droughts, floods, extreme temperatures (% of population, average 1990-2009)",EN.CLC.MDAT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.950971475,,,,,,,,,,,
3069,China,CHN,Nitrous oxide emissions (thousand metric tons of CO2 equivalent),EN.ATM.NOXE.KT.CE,,,,,,,,,,,139154.97,141874.29,148863.86,158473.86,154280.49,166425.05,173203.82,190822.36,209298.36,222217.3,237185.34,233575.7,241870.06,260209.66,270793.99,263144.43,269658.77,300178.58,316382.9,324573.1,312810.0,319570.0,324780.0,315420.0,328610.0,370950.0,396540.0,368670.0,377470.0,393760.0,386080.0,388460.0,406210.0,407630.0,420330.0,428090.0,439850.0,448440.0,464100.0,475600.0,486770.0,493000.0,503970.0,515990.0,528020.0,542900.0,546990.0,542100.0,538790.0,,
3071,China,CHN,Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,,,,,,,,,,,781088.0,813814.0,825771.0,826991.0,830833.0,854612.0,861785.0,871602.0,877210.0,874356.0,869136.0,861145.0,870542.0,890568.0,908770.0,908613.0,925594.0,940693.0,961551.0,991542.0,730340.0,743070.0,751660.0,757560.0,773650.0,798450.0,823860.0,791730.0,813830.0,825690.0,829610.0,824170.0,819890.0,815910.0,829700.0,837670.0,883360.0,921560.0,973580.0,1018910.0,1063830.0,1106190.0,1151100.0,1178020.0,1206210.0,1237520.0,1242150.0,1239130.0,1238630.0,,
3074,China,CHN,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,,,,,,,,,,,1873971.675,1914331.77,1999689.065,2057487.38,2073854.51,2264422.92,2327790.4,2516150.877,2726399.89,2773803.817,2757430.09,2724309.237,2815057.937,2950585.591,3135783.747,3142896.374,3282780.787,3349248.613,3680670.847,3800686.21,3222270.0,3371940.0,3503100.0,3726350.0,3877370.0,4266840.0,4302870.0,4311650.0,4451040.0,4401290.0,4597430.0,4791440.0,5100860.0,5717660.0,6467060.0,7194480.0,7879330.0,8497040.0,8786120.0,9377660.0,10203820.0,11074550.0,11399830.0,11854530.0,11865310.0,11859290.0,11857180.0,12058050.0,12355240.0,,
3076,China,CHN,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,,,,,,,,,,,50660.49837,51992.97559,58213.51009,64450.60634,65035.12497,76104.17419,81628.79825,95375.71271,101579.046,98777.48615,110145.4692,107242.4046,113225.5649,131289.1498,143288.3668,146418.9444,162281.6268,54638.42403,205248.2755,222342.6173,-126304.7031,-116741.6953,-101474.1094,-200477.2188,-234267.1016,-233719.1094,-231666.5156,-242443.3125,-210613.2188,-226983.9844,-256914.0313,-234498.5,-235030.5938,-266620.4063,-262726.5,-255787.5,-317003.3125,-386950.0,-344264.0,-335582.0,-285418.0,-301112.0,-228593.0,-246268.0,-415197.0,-382872.0,-364711.4375,,,,
3084,China,CHN,CO2 emissions (kt),EN.ATM.CO2E.KT,780726.302,552066.85,440359.029,436695.696,436923.05,475972.933,522789.522,433234.048,468928.626,577237.138,771617.474,876633.02,931575.681,968542.708,988014.478,1145607.47,1196193.735,1310310.775,1462168.579,1494859.884,1467192.369,1451501.276,1580260.647,1667029.201,1814908.31,1966553.428,2068969.071,2209708.531,2369501.723,2408540.605,2173360.0,2302190.0,2418180.0,2643530.0,2763900.0,3084870.0,3064880.0,3128650.0,3232120.0,3149200.0,3344090.0,3526750.0,3808330.0,4413300.0,5121830.0,5819120.0,6431910.0,6988210.0,7195010.0,7715110.0,8470570.0,9278250.0,9533210.0,9936680.0,9894940.0,9830430.0,9814310.0,10017770.0,10313460.0,,
3089,China,CHN,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,,,,,,,,,,,,464.933157,477.1687087,483.7173753,486.1679858,527.4883375,537.1747315,577.2110106,617.1549011,619.0436623,609.4551957,597.1467101,606.8304373,621.9107172,651.0749586,657.7597361,671.2095033,694.42236,720.3414958,724.1161051,766.9953294,736.8518014,752.6286625,788.1287236,816.16289,866.8343743,881.6537374,871.7563238,869.3586073,878.5245355,898.9873131,928.8114337,984.8107146,1118.431773,1268.132904,1393.691324,1515.173678,1630.171029,1672.90412,1778.433519,1954.722556,2085.083022,2149.602569,2204.243299,2224.354898,,,,,,
3090,China,CHN,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,,,,,,,,,,,,151.9893473,163.9119288,175.933737,174.2333537,199.0397154,204.0303647,220.6570531,246.5557723,267.3742654,281.6246873,285.8177757,299.1979219,317.0202578,336.4116413,362.8120719,391.351625,426.5544932,461.7975182,487.373173,510.6198549,548.9537531,604.6936831,662.6370456,727.1073597,770.2802412,821.0808591,852.7406865,870.6172223,913.963448,992.9433847,1076.549121,1194.856295,1379.484632,1585.838782,1782.312153,2039.01466,2325.926769,2446.369055,2612.45662,2943.589954,3295.784868,3466.019539,3757.185088,3905.317598,,,,,,
3091,China,CHN,"Energy use (kg of oil equivalent) per $1,000 GDP (constant 2017 PPP)",EG.USE.COMM.GD.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,538.6595243,480.1259337,434.6291263,404.2651296,374.5715173,362.468187,338.9198636,309.9345372,289.3591718,273.9627373,260.4492634,250.1958067,244.7126419,254.1413772,263.2503916,261.2527911,253.3827739,239.9012925,225.6754989,220.3935257,220.01274,215.3989646,207.2759854,198.5457957,187.6870333,,,,,,
3092,China,CHN,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.08361405,33.25847354,32.9312779,31.6777918,31.24948417,29.47211139,30.53717546,30.18348168,29.73990148,30.50604898,29.60300064,28.33499908,26.97839928,23.84149933,20.16080093,17.44079971,16.38509941,14.88370037,14.13780022,13.43190002,12.26130009,11.33819962,11.53670025,11.52200031,12.06140041,12.24530029,12.58969975,12.86359978,13.12380028,,
3094,China,CHN,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68000000.0,75000000.0,131000000.0,143000000.0,505000000.0,3085000000.0,1640000000.0,2939000000.0,2864000000.0,3031000000.0,3174000000.0,3334000000.0,3467000000.0,3640000000.0,3936000000.0,7434000000.0,11096000000.0,15647000000.0,29803000000.0,48011000000.0,70255000000.0,100573000000.0,132470000000.0,193807000000.0,229840000000.0,283851000000.0,,,,,
3101,China,CHN,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.93087006,97.21321869,97.4872818,97.75187683,98.00583649,98.2481308,98.48129272,98.71140289,98.94470215,99.18741608,99.7,99.85722351,99.96487427,99.99700928,100.0,100.0,100.0,100.0,100.0,100.0,
3104,China,CHN,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,,,645.0,,,,,645.0,,,,,645.0,,,,,645.0,,,,,645.0,,,,,645.0,,,,,645.0,,,,,645.0,,,,,645.0,,,,,645.0,,,,,645.0,,,,,645.0,,,
3107,China,CHN,Forest area (sq. km),AG.LND.FRST.K2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1571405.9,1591265.86,1611125.82,1630985.78,1650845.74,1670705.7,1690565.66,1710425.62,1730285.58,1750145.54,1770005.5,1793615.33,1817225.16,1840834.99,1864444.82,1888054.65,1911664.48,1935274.31,1958884.14,1982493.97,2006103.8,2025471.54,2044839.28,2064207.02,2083574.76,2102942.5,2124598.67,2143394.7,2162190.4,2180986.1,2199781.8
3108,China,CHN,Land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.165879632,,,,,,,,,,1.165879632,,,,,,,,,,1.165879632,,,,,,,,,,
3113,China,CHN,Arable land (% of land area),AG.LND.ARBL.ZS,,10.97085318,10.93934024,10.91843772,10.8974291,10.87122137,10.82273176,10.77105903,10.71938629,10.67004785,10.61752629,10.57158318,10.52235084,10.47216357,10.53168801,10.37551368,10.35602585,10.3364429,10.3155757,10.30088024,10.2867153,10.35037794,10.87040713,11.4646985,12.17485599,12.82113857,12.8619888,12.82941472,12.90145968,13.03875892,13.20799561,13.32089081,13.11048557,12.94008172,12.8761007,12.75730207,12.73163843,12.6989849,12.69784428,12.69744639,12.69706198,12.75985887,12.8014352,12.82115475,12.84087253,12.86695861,12.90301725,12.89663449,12.92261352,12.94296832,12.87784131,12.80041683,12.72820233,12.70719317,12.69589308,12.68935693,12.68081675,12.67850328,12.6782458,,
3115,China,CHN,Agricultural land (sq. km),AG.LND.AGRI.K2,,3432480.0,3460010.0,3488540.0,3517060.0,3555090.0,3591120.0,3627150.0,3663130.0,3709280.0,3755180.0,3801650.0,3847810.0,3903880.0,3970290.0,4016370.0,4075333.333,4134286.667,4193960.0,4239605.0,4285190.0,4338180.0,4434180.0,4538310.0,4654380.0,4772440.0,4833530.0,4886610.0,4942790.0,5003880.0,5065920.0,5122710.0,5151980.0,5191060.0,5237130.0,5237140.0,5237520.0,5237442.5,5237385.0,5237347.5,5237310.0,5243228.444,5249146.889,5255055.333,5260913.778,5266822.222,5272720.667,5278619.111,5284517.556,5290386.0,5289168.0,5288851.0,5287995.0,5288015.0,5286950.0,5286334.0,5285529.0,5285311.0,5285287.0,,
3120,Cote d'Ivoire,CIV,Population growth (annual %),SP.POP.GROW,,3.58794193,3.761678357,3.846659106,3.82475195,3.746575629,3.644298463,3.594628922,3.650842697,3.836566571,4.092759449,4.346753444,4.536246211,4.651350234,4.678383682,4.646134392,4.59522831,4.550098614,4.504862259,4.465408311,4.424822478,4.384089486,4.328537761,4.24352293,4.125480472,3.991633094,3.847742094,3.722510387,3.63967408,3.608919484,3.606606985,3.603354468,3.575570587,3.521363968,3.434993132,3.324578426,3.224723346,3.125184798,2.986757108,2.803082014,2.598625449,2.392156481,2.221108292,2.113554566,2.085422187,2.114434928,2.158031376,2.19559629,2.240184654,2.287165167,2.334536146,2.38552681,2.435943204,2.47667885,2.50449559,2.522164778,2.536128605,2.54778157,2.552322341,2.549387092,2.540584565
3128,Cote d'Ivoire,CIV,CPIA public sector management and institutions cluster average (1=low to 6=high),IQ.CPA.PUBS.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,2.5,2.4,2.5,2.6,2.4,2.7,2.8,3.0,3.1,3.1,3.2,3.2,3.3,3.5,3.5
3136,Cote d'Ivoire,CIV,Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.874045255,,,,,,,,,,3.640092056,,,,,,,,,,3.764942457,,,,,,,,,,
3139,Cote d'Ivoire,CIV,"Droughts, floods, extreme temperatures (% of population, average 1990-2009)",EN.CLC.MDAT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0007574036391,,,,,,,,,,,
3145,Cote d'Ivoire,CIV,Nitrous oxide emissions (thousand metric tons of CO2 equivalent),EN.ATM.NOXE.KT.CE,,,,,,,,,,,5585.425,5454.543,5431.045,5826.326,4707.071,5034.896,5201.676,6056.532,5271.705,5703.411,6919.2,5855.838,6678.764,6247.368,6227.063,5713.207,5796.69,6023.083,5720.43,6193.18,2580.0,3010.0,3430.0,3890.0,4330.0,4170.0,3780.0,3710.0,3520.0,3210.0,3080.0,3290.0,3610.0,3470.0,2860.0,3540.0,3310.0,3430.0,3160.0,3050.0,3040.0,3160.0,3190.0,3420.0,3010.0,3090.0,3680.0,3080.0,3030.0,,
3147,Cote d'Ivoire,CIV,Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,,,,,,,,,,,7803.2,7554.85,7486.68,8251.49,6276.09,6981.66,7352.1,8838.9,7428.51,8231.33,10315.6,8446.63,9963.32,9256.79,9252.31,8406.7,8700.61,9217.68,8672.97,9642.07,3960.0,9150.0,14320.0,19350.0,24580.0,24320.0,23730.0,23450.0,23110.0,22750.0,22500.0,21380.0,20300.0,18860.0,16800.0,16200.0,14670.0,13310.0,11720.0,10240.0,8780.0,7540.0,6280.0,6560.0,6160.0,6280.0,6910.0,6540.0,6560.0,,
3150,Cote d'Ivoire,CIV,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,,,,,,,,,,,116579.635,113930.493,113044.535,121633.436,98016.641,104296.166,107172.446,123842.192,107625.375,116000.271,140755.45,118980.868,135869.464,127803.288,126730.433,115934.477,117303.92,122020.053,114145.53,123195.45,9250.0,14980.0,20570.0,26260.0,32090.0,31860.0,31580.0,32220.0,31810.0,33080.0,32420.0,31480.0,30860.0,28080.0,25700.0,26210.0,24390.0,23190.0,22260.0,20370.0,19320.0,18210.0,19130.0,20460.0,20410.0,21460.0,22730.0,23120.0,22900.0,,
3152,Cote d'Ivoire,CIV,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,,,,,,,,,,,100586.2462,98265.22164,97173.54669,104518.0488,83914.47573,88891.36986,90745.29473,105108.7132,90480.29013,97921.8089,119581.2712,101073.7095,115800.7458,108260.9143,107653.8002,98518.72668,99422.16825,103500.2592,96506.97592,104238.0264,-148.3822784,-127.697937,-111.0485687,-81.41552734,-80.85726929,-174.3943176,-372.0770874,-346.2927856,-68.56646729,87.67932129,206.5715637,151.699646,-118.0803833,187.6521301,152.5596008,171.9230652,90.47421265,270.6653442,464.5460205,548.9680481,298.4550171,509.1309814,1759.472961,1938.119141,1915.983521,2148.478333,2083.508423,,,,
3160,Cote d'Ivoire,CIV,CO2 emissions (kt),EN.ATM.CO2E.KT,462.042,553.717,586.72,623.39,762.736,1173.44,1294.451,1488.802,1763.827,2086.523,2442.222,2706.246,3014.274,3208.625,3560.657,3989.696,3964.027,4055.702,4818.438,5423.493,6222.899,4466.406,6109.222,4840.44,5405.158,7326.666,5966.209,7682.365,9160.166,8522.108,2710.0,2790.0,2770.0,2960.0,3090.0,3260.0,3880.0,4790.0,4830.0,6690.0,6330.0,6260.0,6380.0,5150.0,5420.0,5810.0,5630.0,5550.0,6360.0,5930.0,6220.0,5990.0,7890.0,8460.0,8960.0,9560.0,9320.0,10380.0,9910.0,,
3165,Cote d'Ivoire,CIV,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,,,,,,,,,,,,460.6947052,467.1920468,460.6820185,458.9167815,461.6112291,475.2636638,463.0170624,473.3100244,457.8719002,444.86866,424.0285767,404.0889489,377.8563883,369.3806877,372.7698079,398.0491242,392.0374179,384.7568307,384.1018955,364.3743627,361.57846,380.497826,380.4151379,376.6458703,362.9620756,394.7592673,390.4046839,377.9560056,438.1728373,412.6451109,387.47158,405.0570294,374.915403,517.4602611,524.0361866,504.3240934,531.0257286,521.9084191,467.4630482,494.9526965,554.066138,586.274506,612.5489225,612.6404515,,,,,,
3166,Cote d'Ivoire,CIV,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,,,,,,,,,,,,97.02115042,104.1960708,114.5251239,117.1320774,126.0056868,139.5601903,148.5804377,161.6267377,198.8049067,182.855817,188.9514849,186.5375561,177.9125943,131.8978399,151.1362339,151.6405705,170.5896363,174.947768,160.7483204,160.4209957,148.433913,153.0545186,144.2173151,146.4824056,176.341021,161.6078963,172.0346364,186.985945,175.829544,173.9932639,182.2224577,176.6528225,174.3788344,173.3953543,171.6743996,181.7123768,187.103084,195.6587027,200.5070305,215.0203108,196.9217998,234.7870172,233.1634907,274.7302239,,,,,,
